author,comment_number,it_url,title,update,view_number
,评论,,,最后更新,阅读
//i.eastmoney.com/8756335904994706,2,"/news,600601,1287449239.html",预计距离申请摘帽只剩29个交易日！坚定持有！,03-17 18:45,199
//i.eastmoney.com/8888316143218672,102,"/news,600601,1280031821.html",！！！！！！回归通知，所有人，，，，,03-17 18:44,4701
//i.eastmoney.com/8616045110741106,2,"/news,600601,1287435797.html",满仓干吧,03-17 18:43,103
//i.eastmoney.com/6664045343847958,3,"/news,600601,1287490982.html",看一看，这里不是资产上千万的就是成功率百分百的T神，再这么下去，小母牛都要飞到外,03-17 18:43,71
//i.eastmoney.com/5994216091240184,2,"/news,600601,1287478395.html",十大股东才占20%流通股，短期内拉不上去的，再说还有清偿债务的股份在那压着,03-17 18:31,115
//i.eastmoney.com/2840094265014676,11,"/news,600601,1286938491.html",今天又让大家丢西瓜了，本牛捡了点芝麻.....远远不够西瓜的损失......,03-17 17:53,431
//i.eastmoney.com/2840094265014676,20,"/news,600601,1287409642.html",2.45元7397手，这应该是秋生干的,03-17 17:49,307
//i.eastmoney.com/7573386082669362,21,"/news,600601,1286518866.html",炒股得小心点，庄家在你账户上安装了摄像头，你一卖他就涨，你一买他就跌！他一跌你就,03-17 16:51,620
//i.eastmoney.com/1320094250086056,4,//caifuhao.eastmoney.com/news/20230315101540870793610?from=guba&name=KlNU5pa556eR5ZCn&gubaurl=aHR0cDovL2d1YmEuZWFzdG1vbmV5LmNvbS9saXN0LDYwMDYwMS5odG1s,奇葩重整成功了也不跟板块，华发就是缺跌的货,03-17 16:25,570
//i.eastmoney.com/1307316355019152,7,"/news,600601,1286561031.html",据悉，在2022年全球PCB市场大幅下滑的情况下，方正高密仍保持较稳定的销售收入,03-17 16:11,1161
//i.eastmoney.com/8756335904994706,3,"/news,600601,1286469321.html",预计距离申请摘帽只剩31个交易日！坚定持有！,03-17 15:44,456
//i.eastmoney.com/8735094310783252,6,"/news,600601,1287242810.html",上压下拖都是那几个做题的单子，没有新意！话说这股没有主力？,03-17 15:16,207
//i.eastmoney.com/9538095111427254,5,"/news,600601,1287158332.html",2.5出部分做T！,03-17 14:53,190
//i.eastmoney.com/4472406775478468,1,"/news,600601,1287414051.html",今天t了3分，两千块钱到手,03-17 14:50,122
//i.eastmoney.com/7540094291845940,3,"/news,600601,1287386552.html",重整成功3个月了阴了四个月曾钱不是钱,03-17 14:50,144
//i.eastmoney.com/3816326057874452,6,"/news,600601,1287015264.html",明天大佬怎么看现在？有何高见？@ST明天 ,03-17 14:31,646
//i.eastmoney.com/7540094291845940,1,"/news,600601,1287183420.html",这渣科就从没有正经过一回，一直在糊弄散户。,03-17 14:28,141
//i.eastmoney.com/7540094291845940,1,"/news,600601,1287319199.html",豆比玩意方科，大盘暴涨，这货才涨2分,03-17 14:28,121
//i.eastmoney.com/8836094291567144,2,"/news,600601,1287309750.html",退市在即,03-17 14:27,127
//i.eastmoney.com/2585055459654070,0,"/news,600601,1287402503.html",方正伪科技在A股一直保持倒数第二，很稳定，今天倒数第一的拉稀了没交易所以方正排第,03-17 14:26,101
//i.eastmoney.com/8071555177962252,8,"/news,600601,1287345445.html",庄又用2737压盘了,03-17 14:25,167
//i.eastmoney.com/2585055459654070,4,"/news,600601,1287261778.html",方正伪科技死6是过不去了,03-17 13:26,256
//i.eastmoney.com/1307316355019152,17,"/news,600601,1283657903.html",大盘还得回打3273企稳才有戏。,03-17 12:15,532
//i.eastmoney.com/4408094366785014,1,"/news,600601,1286975068.html",没时间，还没有加仓，明天看情况吧,03-17 11:35,193
//i.eastmoney.com/3841014876623114,3,"/news,600601,1287157432.html",不把各位磨蹭掉几层皮，誓不罢休！割肉的又要拍大腿了。,03-17 10:36,253
//i.eastmoney.com/3841014876623114,12,"/news,600601,1286402674.html",同志们，朋友们，股友们三元以下您选择600601是为什么？重整结束而股价一路低迷,03-17 10:21,1096
//i.eastmoney.com/4983376298552060,4,"/news,600601,1287019867.html",国资委：更大力度布局前瞻性战略性新兴产业在集成电路、工业母机等领域加快补短板方子,03-17 09:23,697
//i.eastmoney.com/4472406775478468,17,"/news,600601,1286267354.html",兄弟们今天T了几分,03-17 09:18,439
//i.eastmoney.com/8756335904994706,7,"/news,600601,1286948466.html",预计距离申请摘帽只剩30个交易日！坚定持有！,03-17 08:51,440
//i.eastmoney.com/8860113395733984,74,//caifuhao.eastmoney.com/news/20221223100908334623600?from=guba&name=KlNU5pa556eR5ZCn&gubaurl=aHR0cDovL2d1YmEuZWFzdG1vbmV5LmNvbS9saXN0LDYwMDYwMS5odG1s,几只重整成功的ST股票！！！,03-17 07:01,9839
//i.eastmoney.com/3378114791970506,8,"/news,600601,1286948499.html",[大笑][大笑][大笑][大笑][大笑][大笑][大笑][大笑][大笑][大笑],03-16 20:58,357
//i.eastmoney.com/8735094310783252,1,"/news,600601,1286983317.html",国资委：更大力度布局前瞻性战略性新兴产业，在集成电路、工业母机等领域加快补短板。,03-16 20:33,491
//i.eastmoney.com/2902024842060646,3,"/news,600601,1286985600.html",实际控制人已变更，重组全部完成，公司在生产、销售、管理等方面采取哪些措施？没见一,03-16 19:39,623
//i.eastmoney.com/3378114791970506,5,"/news,600601,1286519530.html",一群小卡拉米，让你们跑你们不跑，现在怎么样爽了吧,03-16 19:39,354
//i.eastmoney.com/5402336305646034,1,"/news,600601,1286946595.html",叫sb方科算了,03-16 15:28,169
//i.eastmoney.com/9538095111427254,6,"/news,600601,1286829229.html",2.47出，2.45进！计划[呲牙],03-16 14:58,292
//i.eastmoney.com/5856355879989482,0,"/news,600601,1286916255.html",曾经多么牛掰的科技公司，回想当年青春为它奋斗过，如今真是物是人非啊！,03-16 14:47,208
//i.eastmoney.com/5330513681136390,66,//caifuhao.eastmoney.com/news/20221107184219692010400?from=guba&name=KlNU5pa556eR5ZCn&gubaurl=aHR0cDovL2d1YmEuZWFzdG1vbmV5LmNvbS9saXN0LDYwMDYwMS5odG1s,ST板块今年重整受理一览：,03-16 14:35,20348
//i.eastmoney.com/8071555177962252,5,"/news,600601,1286398920.html",2737手反复压盘反复撤单,03-16 14:23,423
//i.eastmoney.com/5655326462952250,3,"/news,600601,1286145651.html",大家有收到没样的短信吗？,03-16 13:57,594
//i.eastmoney.com/2840094265014676,10,"/news,600601,1286675561.html",做T的最好前一天就把卖单和买单先挂好，多挂几个档，卖单以收盘价为基准，卖一平挂，,03-16 13:56,425
//i.eastmoney.com/4472406775478468,2,"/news,600601,1286783236.html",玩习惯了也挺好的，就当存个定期，每天取点利息,03-16 13:55,259
//i.eastmoney.com/3378114791970506,3,"/news,600601,1286779449.html",下午跌停了，赶紧跑套住主力,03-16 13:31,212
//i.eastmoney.com/2028335770260446,2,"/news,600601,1286799118.html",？己到底了！,03-16 13:08,177
//i.eastmoney.com/7336513656927674,1,"/news,600601,1286806512.html",好久退市，这垃圾,03-16 12:55,173
//i.eastmoney.com/8235111699892786,0,"/news,600601,1286777621.html",最高2.47，压盘1.1万，最低2.45，托盘1.1万，织布机就是这么形成的,03-16 11:12,183
//i.eastmoney.com/8438094230131538,5,"/news,600601,1286222197.html",又是做t的好时候，2.48挂个550手,03-16 11:11,285
//i.eastmoney.com/3188565249793386,6,"/news,600601,1286347525.html",这盘压的也太嚣张了吧？卖盘8888、4444的数字太明显了！庄家这苟兰子脑袋里有,03-15 23:40,493
//i.eastmoney.com/6196336296853922,1,"/news,600601,1286566939.html",短期看空，应该要下降到2元左右，然后起稳回升。,03-15 22:06,288
//i.eastmoney.com/8735094310783252,0,"/news,600601,1286530815.html",不排除下探2.38的可能,03-15 19:08,252
//i.eastmoney.com/2585055459654070,1,"/news,600601,1286479511.html",自古垃圾出我辈、一入方科岁月催！,03-15 17:27,260
//i.eastmoney.com/9538095111427254,5,"/news,600601,1286316491.html",今天T了两分[呲牙]！大家顶住！买啊！！,03-15 16:20,302
//i.eastmoney.com/6723094390363442,0,"/news,600601,1286469196.html",自古以来都是媳妇熬成婆！不熬，怎么成婆？！,03-15 15:04,196
//i.eastmoney.com/2552093930050492,3,"/news,600601,1284980784.html",以国家支持半导体相关产业，支持华为的态度。作为华为供应商，不排除大基金入股的可能,03-15 14:44,1066
//i.eastmoney.com/2534205802954954,2,"/news,600601,1286338169.html",坑人的票，大家都卖了吧！,03-15 13:47,274
//i.eastmoney.com/3612356412888792,5,"/news,600601,1286376815.html",清场了，主力自己玩,03-15 13:46,286
//i.eastmoney.com/4408094366785014,6,"/news,600601,1285894937.html",上周2.59卖了大半，今天接回一点,03-15 11:24,398
//i.eastmoney.com/6254306099913854,0,"/news,600601,1286306209.html",3月1日控股股东增持股份，13日就提示退市风险，这是玩的什么鬼？,03-15 10:55,239
//i.eastmoney.com/7327355997342954,4,"/news,600601,1285641510.html",太猖狂了，当着我的面打暗语，有本事打到2块以下。我全部吃光,03-15 10:50,396
//i.eastmoney.com/8438094230131538,5,"/news,600601,1286253955.html",谁2.47元1883手卖了，2.46挂单接[赞][赞][赞],03-15 10:49,282
//i.eastmoney.com/7347064611654316,5,"/news,600601,1286170022.html",这破票进一次割一次，风险太大了，不和他玩了,03-15 10:15,340
"/list,600601.html",13,"/news,600601,1285597281.html",*ST方科:方正科技集团股份有限公司股票可能被终止上市的第四次风险提示公告,03-15 10:04,5002
//i.eastmoney.com/3188565249793386,0,"/news,600601,1286214874.html",这货不但是伪科技股，而且还是假元器件类股票！,03-15 09:45,204
//i.eastmoney.com/8836094291567144,5,"/news,600601,1286058995.html",马上被终止上市了,03-15 09:05,505
//i.eastmoney.com/8864365592878620,7,"/news,600601,1284281258.html",感谢方科等我新股资金出来[奸笑][奸笑][奸笑]及时上车！真不错,03-15 08:44,487
//i.eastmoney.com/5387406703121128,0,"/news,600601,1286144413.html",主线还是科技和国企改革，不在主线想赚钱有点难,03-15 00:21,330
//i.eastmoney.com/6559355624076214,0,"/news,600601,1286129912.html",新主什么玩意儿？,03-14 22:29,193
//i.eastmoney.com/6723094390363442,0,"/news,600601,1286110824.html",不要听托瞎扯，大胆买入！,03-14 20:59,251
//i.eastmoney.com/8290094201203034,0,"/news,600601,1286109837.html",求求你快点退市，我在整理版等着你,03-14 20:55,172
//i.eastmoney.com/5326315953069660,2,"/news,600601,1286059906.html",方科会不会退市？,03-14 19:35,318
//i.eastmoney.com/5655326462952250,1,//caifuhao.eastmoney.com/news/20230314185819964618980?from=guba&name=KlNU5pa556eR5ZCn&gubaurl=aHR0cDovL2d1YmEuZWFzdG1vbmV5LmNvbS9saXN0LDYwMDYwMS5odG1s,【证券】您好，根据上市公司最新公告，您持有的*ST方科（600601）可能存在被,03-14 19:06,783
//i.eastmoney.com/7950486628229784,1,"/news,600601,1286052667.html",可以择机加仓了,03-14 16:42,231
//i.eastmoney.com/1795316433638966,1,"/news,600601,1286033840.html",连续几天的下跌，把漂亮的K形图走坏了，开始新的一波调整，慢慢熬吧。,03-14 15:28,368
//i.eastmoney.com/6873113750986648,3,"/news,600601,1286018231.html",方正科技要涨到2600你打开K线看看,03-14 15:08,270
//i.eastmoney.com/6873113750986648,3,"/news,600601,1285988927.html",方正科技要涨到2600,03-14 14:59,202
//i.eastmoney.com/1864305850539206,0,"/news,600601,1286010571.html",等着退市后到老三板破产清算吧，必须清算。,03-14 14:58,210
//i.eastmoney.com/6873113750986648,1,"/news,600601,1286013789.html",方正科技要涨到2600，你打开看一看,03-14 14:55,239
//i.eastmoney.com/9123094149940928,6,"/news,600601,1285937525.html",珠海渔村真的不行。要是美的重整肯定不是这个吊样儿。,03-14 14:37,331
//i.eastmoney.com/1320094250086056,2,"/news,600601,1285957515.html",退市公告发到什么时候是头,03-14 14:33,262
//i.eastmoney.com/6046025003394356,27,//caifuhao.eastmoney.com/news/20230206170730187732680?from=guba&name=KlNU5pa556eR5ZCn&gubaurl=aHR0cDovL2d1YmEuZWFzdG1vbmV5LmNvbS9saXN0LDYwMDYwMS5odG1s,关于方正科技是否摘帽,03-14 14:26,3426
,评论,,,最后更新,阅读
//i.eastmoney.com/7540094291845940,0,"/news,600601,1287401134.html",收盘绿收盘绿收盘绿，跳水跳水跳水,03-17 14:24,80
//i.eastmoney.com/7540094291845940,0,"/news,600601,1287186033.html",垃圾2373东西又出来了,03-17 10:09,119
//i.eastmoney.com/7540094291845940,0,"/news,600601,1286877415.html",某科的猪立们，请提起你们的腰杆做回人....,03-16 13:59,161
//i.eastmoney.com/2840094265014676,2,"/news,600601,1286468850.html",今天的诱耳，没起到作用，只T了2分，明天继续干2分，开盘挂卖单247、248、2,03-15 15:19,258
//i.eastmoney.com/7540094291845940,2,"/news,600601,1285972677.html",方科被珠海打着重整名义收割，就是一大忽悠。,03-15 15:08,378
//i.eastmoney.com/2840094265014676,10,"/news,600601,1285498497.html",无人T，主力为所欲为。今天T了3分，1000余元差价，当日期帐面却亏损七八万元，,03-15 15:02,666
//i.eastmoney.com/2840094265014676,4,"/news,600601,1286450989.html",又清仓了两只获利，继续埋到方科这个深坑里,03-15 15:01,317
//i.eastmoney.com/2840094265014676,2,"/news,600601,1286299764.html",在方科，必须承受它神经病式的上涨下跌，是考验智商，熬功，压力的韭菜池。,03-15 14:41,235
//i.eastmoney.com/2840094265014676,2,"/news,600601,1286186341.html",我准备今天发点诱耳，248卖，我一卖就要涨几分,03-15 09:47,211
//i.eastmoney.com/2585055459654070,0,"/news,600601,1286101072.html",方正伪科技发布退市公告倒计时,03-14 20:12,228
//i.eastmoney.com/8735094310783252,4,//caifuhao.eastmoney.com/news/20230303184139945123840?from=guba&name=KlNU5pa556eR5ZCn&gubaurl=aHR0cDovL2d1YmEuZWFzdG1vbmV5LmNvbS9saXN0LDYwMDYwMV8yLmh0bWw%3d,吧里很多股民，甚至包括不少ST老手，对于摘帽条件，思维可能还停留在的几年前的老摘,03-14 18:56,2263
//i.eastmoney.com/8756335904994706,1,"/news,600601,1286029612.html",预计距离申请摘帽只剩32个交易日！坚定持有！,03-14 16:35,278
//i.eastmoney.com/7540094291845940,1,"/news,600601,1286028328.html",乃乃的熊，重整后没有任何提振市值措施，一眼望去全是收割的措施,03-14 15:29,245
//i.eastmoney.com/2840094265014676,9,"/news,600601,1285736398.html",猪又开始玩花招了，T牛大法.....,03-14 15:19,413
//i.eastmoney.com/4472406775478468,6,"/news,600601,1285837948.html",天天T你，马德,03-14 15:01,304
//i.eastmoney.com/2585055459654070,0,"/news,600601,1286007867.html",美吟行接连破产，方正伪科技扛不住。,03-14 14:44,195
//i.eastmoney.com/6873113750986648,0,"/news,600601,1286000388.html",方正科技要涨到2600,03-14 14:36,166
//i.eastmoney.com/6046025003394356,4,"/news,600601,1280526363.html",今天织布无精打采,03-14 14:25,617
//i.eastmoney.com/2796015355544518,1,//caifuhao.eastmoney.com/news/20230314103748326814090?from=guba&name=KlNU5pa556eR5ZCn&gubaurl=aHR0cDovL2d1YmEuZWFzdG1vbmV5LmNvbS9saXN0LDYwMDYwMV8yLmh0bWw%3d,拿不住 想割肉  这老六,03-14 14:20,140
//i.eastmoney.com/9035025041858200,3,"/news,600601,1285204914.html",朋友方科一行，坚定信心！,03-14 14:03,884
//i.eastmoney.com/3848305734342622,0,"/news,600601,1285961912.html",都一个熊样,03-14 13:52,163
//i.eastmoney.com/9712094130929388,2,"/news,600601,1285199797.html",随便你怎么织布，涨到10元以上才卖[大笑][大笑],03-14 13:25,515
//i.eastmoney.com/8290094201203034,0,"/news,600601,1285905795.html",方珂，方珂让你自由发挥吧！我在整理板等你，八毛钱，我杀杀杀,03-14 12:01,223
//i.eastmoney.com/2840094265014676,31,"/news,600601,1268865808.html",炒股不就都是一个怕字吗，怕丢筹码，怕一卖就涨。都是自己在吓唬自己，自己把自己给整,03-14 11:31,1717
//i.eastmoney.com/6873113750986648,0,"/news,600601,1285859681.html",方正科技要涨到2600,03-14 10:59,209
//i.eastmoney.com/6873113750986648,2,"/news,600601,1285791087.html",快买呀，快买呀，要涨到2600，方正科技就是指标股,03-14 10:53,244
//i.eastmoney.com/8071555177962252,0,"/news,600601,1285850156.html",这两天加速下跌,03-14 10:51,186
//i.eastmoney.com/5402336305646034,3,"/news,600601,1285728592.html",[哭][哭][哭][哭][哭],03-14 10:47,359
//i.eastmoney.com/6873113750986648,1,"/news,600601,1285789211.html",快买啊，快买啊，要涨到2600,03-14 10:36,195
//i.eastmoney.com/6873113750986648,1,"/news,600601,1285803074.html",方正是指标股要涨到2600,03-14 10:36,206
//i.eastmoney.com/6873113750986648,0,"/news,600601,1285791851.html",方正科技就是指标股，快买呀快买呀，未来的龙头，都拿住，不要卖,03-14 10:11,216
//i.eastmoney.com/6873113750986648,0,"/news,600601,1285790067.html",快买呀，快买呀，要涨到2600,03-14 10:10,168
//i.eastmoney.com/6723094390363442,0,"/news,600601,1285776341.html",莲花香，识闻人！,03-14 10:01,210
"/list,600601.html",29,"/news,600601,1240789742.html",千亿国资入主！80后夫妻重仓超1亿股,03-14 08:57,18311
//i.eastmoney.com/1397094443909606,4,"/news,600601,1283984479.html",什么鬼，这是在秀肌肉吗？,03-14 07:12,831
//i.eastmoney.com/7697335681039166,3,"/news,600601,1285639492.html",人家一个月一次，渣渣科一个月三次，严重失调[大笑][大笑][大笑],03-13 22:50,369
//i.eastmoney.com/8756335904994706,3,"/news,600601,1285565703.html",预计距离申请摘帽只剩33个交易日！坚定持有！,03-13 22:45,376
//i.eastmoney.com/2574315528772854,1,"/news,600601,1285548869.html",买了这个股，真的要把人折磨疯，还会有春天吗,03-13 21:44,234
//i.eastmoney.com/2585055459654070,0,"/news,600601,1285647697.html",方正伪科技退了？退了就平级了。,03-13 21:20,346
//i.eastmoney.com/4680305640115880,0,"/news,600601,1285636612.html",幸好赚150跑了,03-13 20:32,161
//i.eastmoney.com/8438094230131538,1,"/news,600601,1285545774.html",赶快跑，太垃圾了,03-13 19:57,188
//i.eastmoney.com/8819346370463186,1,"/news,600601,1285566242.html",已彻底清仓[成交][成交],03-13 19:56,294
//i.eastmoney.com/6563375729426538,1,"/news,600601,1285560179.html",没希望了，方科太垃圾了,03-13 19:55,218
//i.eastmoney.com/6166013678892494,1,"/news,600601,1285590567.html",清仓了，受不了。,03-13 19:55,230
//i.eastmoney.com/4472406775478468,0,"/news,600601,1285591846.html",只能坚持了，出去了也是坑,03-13 17:04,313
//i.eastmoney.com/3204366081850840,0,"/news,600601,1285578859.html",买定离手，本身赌的就是有没有。赌中了吃肉，赌没了血本无归。所以说啊，愿赌服输。嘴,03-13 16:09,365
//i.eastmoney.com/4658094480287776,0,"/news,600601,1285558143.html",方正的脸谱,03-13 15:03,267
//i.eastmoney.com/4472406775478468,0,"/news,600601,1285554254.html",庄稼就是个250,03-13 14:58,194
//i.eastmoney.com/1775355548776132,2,"/news,600601,1285543036.html",方正就是,03-13 14:52,194
//i.eastmoney.com/4472406775478468,2,"/news,600601,1285395891.html",天天做T，辛苦啊,03-13 14:26,281
//i.eastmoney.com/2840094265014676,41,"/news,600601,1278825679.html",开盘即卖，跌几分再捡回来，过完年到今天成功率都很高，1.30日后自己去数数阴线,03-13 14:26,1430
//i.eastmoney.com/7697335681039166,3,"/news,600601,1285374985.html",渣渣方没有资金关照[大笑]，况且黑仔曾还在（看看当时的大连重工，有黑仔曾涨不了，,03-13 14:25,428
//i.eastmoney.com/6196336296853922,0,"/news,600601,1285516430.html",及早清仓,03-13 14:19,210
//i.eastmoney.com/8071555177962252,3,"/news,600601,1285496667.html",2337又来了,03-13 14:19,250
//i.eastmoney.com/9975346208154316,0,"/news,600601,1285492318.html",渣科，你赶快来几个连续跌停得了，天天要死不活的。害死人了。,03-13 13:52,196
//i.eastmoney.com/9830306145731790,0,"/news,600601,1285491793.html",鬼吹灯，明明退市的股，还在这里瞎吹！,03-13 13:52,200
//i.eastmoney.com/9830306145731790,0,"/news,600601,1285489901.html",鬼吹灯,03-13 13:50,232
//i.eastmoney.com/1320094250086056,2,//caifuhao.eastmoney.com/news/20230313113926331779260?from=guba&name=KlNU5pa556eR5ZCn&gubaurl=aHR0cDovL2d1YmEuZWFzdG1vbmV5LmNvbS9saXN0LDYwMDYwMV8yLmh0bWw%3d,华发挣点气吧,03-13 13:10,218
//i.eastmoney.com/6196336296853922,0,"/news,600601,1285427251.html",逐步下行，、清仓。,03-13 11:38,257
//i.eastmoney.com/8735094310783252,4,"/news,600601,1284431650.html",去追高爱迪尔了！半死不活的渣科！,03-13 11:13,379
//i.eastmoney.com/7540094291845940,0,"/news,600601,1285381731.html",方科今天退市第四次公告风险提示所以股价今天要变态恶心一下广大韭菜,03-13 10:45,290
//i.eastmoney.com/7074345913241214,1,"/news,600601,1285259146.html",惊蛰后，牛鬼蛇神都苏醒了。,03-13 10:43,280
//i.eastmoney.com/2585055459654070,0,"/news,600601,1285366841.html",硅谷破产了方正伪科技雪上加霜。,03-13 10:32,220
//i.eastmoney.com/2585055459654070,2,"/news,600601,1285182003.html",方正伪科技，归古魄禅了怕了吧？,03-13 08:57,412
//i.eastmoney.com/2000095063026960,0,"/news,600601,1285201688.html",一次心电图25,03-12 17:26,243
//i.eastmoney.com/2790055107189706,5,"/news,600601,1285029547.html",确切的说，摘帽后怼到3以上毫无悬念。,03-12 14:46,1051
//i.eastmoney.com/2790055107189706,4,"/news,600601,1284592040.html",长线可期，今年最高估计能到3.5有可能,03-12 11:54,584
//i.eastmoney.com/2840094265014676,20,"/news,600601,1283604385.html",昨天涨一分和今天涨一分，结果是一样，但人的心态会不一样，炒股禁忌，手中有股心中无,03-12 08:52,1057
//i.eastmoney.com/8290094201203034,0,"/news,600601,1285153616.html",退市吧，我在整理板等你,03-11 22:01,460
//i.eastmoney.com/2585055459654070,1,"/news,600601,1285130390.html",春天来了，绿色笼罩大地，又到了鸡飞狗跳的季节。,03-11 18:25,366
//i.eastmoney.com/7180345846389358,8,"/news,600601,1283799328.html",小方为什么不填权？因为是转赠股流通股就上市，没有转赠股上市管理办法。转赠除权就流,03-11 17:23,980
//i.eastmoney.com/9712094130929388,3,"/news,600601,1284984161.html",貌似大股东又在增持。,03-11 15:16,629
//i.eastmoney.com/7950486628229784,2,"/news,600601,1285026621.html",我的瑞德被关小黑屋，但是小科科也算企稳了，反正总比外面好。今天进了新海突然有点后,03-11 11:40,551
//i.eastmoney.com/4279326317858650,6,"/news,600601,1281824550.html",ST安控，盘子小，股价低，年报之后摘星摘帽，上涨空间巨大，现在不来，更待何时？,03-11 08:24,576
//i.eastmoney.com/6391346183139376,1,"/news,600601,1284600385.html",今天3月9号了，一季度快结束了。1.今年股市有大行情（100%），现在指数必须向,03-10 17:14,695
//i.eastmoney.com/4938326509435614,3,"/news,600601,1284978756.html",2.55有什么魔力，连续两周控制在这个价格[为什么],03-10 16:37,426
