author,comment_number,it_url,title,update,view_number
//i.eastmoney.com/8756335904994706,0,"/news,600601,1284977298.html",预计距离申请摘帽只剩34个交易日！坚定持有！,03-10 15:07,272
//i.eastmoney.com/2840094265014676,12,"/news,600601,1284722430.html",本牛慌了，赶紧挂237手跑---------/--/////---------/,03-10 14:26,689
//i.eastmoney.com/7910054762892834,20,"/news,600601,1282583801.html",今天正式入住st方科，目标价12，少一分卖了算我输，建仓50万,03-10 14:21,1631
//i.eastmoney.com/2552093930050492,0,"/news,600601,1284917710.html",还真是强制储蓄，又增仓了几千股。这个能省钱[呲牙],03-10 14:01,285
,评论,,,最后更新,阅读
//i.eastmoney.com/9508356225190574,1,"/news,600601,1284824192.html",看图片感觉比较适合方科股民呢！[大笑][大笑][大笑],03-10 11:21,489
//i.eastmoney.com/4472406775478468,0,"/news,600601,1284759362.html",还是这里稳当,03-10 10:18,226
//i.eastmoney.com/2585055459654070,3,"/news,600601,1284602850.html",荷兰治裁了方正伪科技明天跌停。,03-09 23:26,568
//i.eastmoney.com/5014316518871120,1,"/news,600601,1283772432.html",坚定买！,03-09 20:29,264
//i.eastmoney.com/4513013643132800,1,"/news,600601,1284575434.html",听说下周一美国加息，不知是否真的？,03-09 20:09,278
//i.eastmoney.com/8756335904994706,6,"/news,600601,1284519394.html",预计距离申请摘帽只剩35个交易日！坚定持有！,03-09 17:39,707
//i.eastmoney.com/2585055459654070,2,"/news,600601,1284465514.html",方正伪科技黄金坑,03-09 16:52,362
//i.eastmoney.com/8864365592878620,0,"/news,600601,1284529133.html",怒涨两分，竟然是红的，已经很不错了[偷笑][偷笑][偷笑],03-09 15:37,344
//i.eastmoney.com/3572365856589180,5,"/news,600601,1283775881.html",这个股吧有几只专门在喊的垃圾天天唱，注意，这么能耐去别的地方唱啊，不安好心,03-09 15:22,357
//i.eastmoney.com/7540094291845940,1,"/news,600601,1284514154.html",容大感光PCB两天长了40CM，伪科技方科，一年涨不了几CM，我看这猪力是吃祥大,03-09 15:19,320
//i.eastmoney.com/4331565168064806,1,"/news,600601,1283714777.html",国家重整科技部，小方不出一份力量吗？,03-09 14:52,397
//i.eastmoney.com/7540094291845940,1,"/news,600601,1284375556.html",2737就是个SX,03-09 14:51,246
//i.eastmoney.com/7540094291845940,0,"/news,600601,1284502954.html",14.48分2737这个SX又出来了,03-09 14:49,234
//i.eastmoney.com/2840094265014676,5,"/news,600601,1284055981.html",今天机构有妖气，早盘开盘4581手，二点零五又吐4635手,03-09 14:46,611
//i.eastmoney.com/8438094230131538,0,"/news,600601,1284487490.html",横盘太长时间了，还不如紫光股份,03-09 14:33,213
//i.eastmoney.com/7540094291845940,0,"/news,600601,1284480362.html",猪力啊，二点半啦不要睡了起来活动下,03-09 14:25,180
//i.eastmoney.com/5932094457571746,0,"/news,600601,1284477183.html",横久必跌，耐心己去！,03-09 14:21,211
//i.eastmoney.com/3966336155313768,0,"/news,600601,1284467102.html",门可罗雀,03-09 14:10,197
//i.eastmoney.com/4494094410844268,2,"/news,600601,1284370078.html",2737又来了[怒],03-09 13:41,312
//i.eastmoney.com/2840094265014676,16,"/news,600601,1283096862.html",现在属于高潮前的活塞模式......,03-09 13:07,1023
//i.eastmoney.com/2800094364515470,2,"/news,600601,1284277172.html",明天的出公告哦,03-09 11:42,344
//i.eastmoney.com/7540094291845940,3,"/news,600601,1284352835.html",那个SX二块6，二块五角九不卖，到二块五角七卖大单的？,03-09 11:16,292
//i.eastmoney.com/4983376298552060,0,"/news,600601,1284315480.html",2.60,03-09 10:21,217
//i.eastmoney.com/5967094089479698,0,"/news,600601,1284307691.html",600601波动小潜力大,03-09 10:15,260
//i.eastmoney.com/8988385908501516,0,"/news,600601,1284293442.html",启风了，座等猪被吹上天，拿稳了。,03-09 10:04,231
//i.eastmoney.com/8071555177962252,1,"/news,600601,1284185976.html",建议股票交易市场化，国际化，取消涨停板制度，实行t+0。,03-09 09:59,403
//i.eastmoney.com/4472406775478468,0,"/news,600601,1284271782.html",要涨停啊,03-09 09:50,195
"/list,600601.html",0,"/news,600601,1284269606.html",*ST方科3月9日快速上涨,03-09 09:48,321
//i.eastmoney.com/2585055459654070,0,"/news,600601,1284267936.html",方正伪科投用套套了，白玩,03-09 09:48,208
//i.eastmoney.com/8071555177962252,0,"/news,600601,1284186827.html",股票交易应该走市场化，国际化道路，取消涨停板制度实行t+0。,03-09 09:46,296
//i.eastmoney.com/7910054762892834,13,"/news,600601,1283284569.html",今天又加了50万，坐等摘星摘帽，摘帽要求不高，先上五块，这个要求不高吧，主力你大,03-08 21:32,1364
//i.eastmoney.com/2585055459654070,3,"/news,600601,1284156479.html",年报前方正伪科技改名焕新艺技至少五个板。,03-08 20:17,494
//i.eastmoney.com/4708345844075860,0,"/news,600601,1284154351.html",4月1日改名为＂方天话技＂，至少2个板！,03-08 19:38,289
//i.eastmoney.com/4285094571843400,4,"/news,600601,1284113839.html",即将改名中国科技，以方正科技为基础组建中国科技集团简称“中国科技”,03-08 18:53,711
//i.eastmoney.com/7120306522712642,1,"/news,600601,1283276259.html",没有利好，应该在2.4-2.65之间走来走去,03-08 18:48,346
//i.eastmoney.com/7226366380616750,2,"/news,600601,1283277290.html",明天收盘2.58,03-08 18:40,375
//i.eastmoney.com/5937426782462654,2,"/news,600601,1283974555.html",庄家不搬操作思路，早晚要给自个玩si。干熬小散，人性这一关都过不了，高举高打，方,03-08 18:28,467
//i.eastmoney.com/6796395983549636,1,"/news,600601,1283302609.html",净值产太低了，这么多年掏空了。,03-08 18:28,496
//i.eastmoney.com/8438094230131538,1,"/news,600601,1283544046.html",先闪人了，2.60挂个500手,03-08 16:44,294
//i.eastmoney.com/7697335681039166,10,"/news,600601,1284019018.html",历害了，ST指数都跟不上，看又能将猪如何吹上天[想一下],03-08 16:11,404
//i.eastmoney.com/2775416672337544,0,"/news,600601,1284112598.html",能不能跌下来，我还没满。还想给主力送钱,03-08 16:01,329
//i.eastmoney.com/7910054762892834,13,"/news,600601,1283430780.html",继续加仓，打满100万，坐等12块，哪个大哥数学好，帮我算算能挣多少钱,03-08 16:00,996
//i.eastmoney.com/3530426681248690,0,"/news,600601,1284107244.html",看到257和258的4444挂单了吧，这票要4了,03-08 15:39,316
//i.eastmoney.com/8071555177962252,3,"/news,600601,1284067006.html",2737手不停的挂卖单，又不停的撤掉，为什么。,03-08 14:56,410
//i.eastmoney.com/8735094310783252,0,"/news,600601,1284052568.html",究竟是资金眼瘸还是小伞眼瘸！,03-08 14:50,256
//i.eastmoney.com/3095094133596482,1,"/news,600601,1283898757.html",这货不是PCB吗？,03-08 14:43,374
//i.eastmoney.com/4472406775478468,1,"/news,600601,1284056100.html",比耐心有的事,03-08 14:43,230
//i.eastmoney.com/2796015355544518,2,"/news,600601,1284051057.html",拿了三个多月还亏10几个点倒霉,03-08 14:19,227
//i.eastmoney.com/2815386129317870,0,"/news,600601,1284058743.html",板块涨幅和这个小家伙擦肩而过[呲牙],03-08 14:19,258
//i.eastmoney.com/4967336390105040,1,"/news,600601,1284019772.html",各位大佬：看看002504ST弘高002502鼎龙文化000150ST宜康300,03-08 13:34,307
//i.eastmoney.com/4341376451763658,2,"/news,600601,1283969121.html",2.55的同志，你们想卖也不差这一分钱，2.54直接卖得了,03-08 11:35,284
//i.eastmoney.com/2089305785395730,1,"/news,600601,1283904051.html",有升有跌才健康，2快钱涨到2块5己经百分之二十五了,03-08 11:20,290
//i.eastmoney.com/7050094273614494,0,"/news,600601,1283945980.html",大哥咱是不是也有6GPCB方面的储备？自信点你有,03-08 10:59,292
//i.eastmoney.com/1192316570083876,0,"/news,600601,1283940925.html",666,03-08 10:54,196
//i.eastmoney.com/2585055459654070,0,"/news,600601,1283920340.html",科技普涨你不涨伪科方正路苍盲,03-08 10:34,221
//i.eastmoney.com/8438094230131538,14,"/news,600601,1282473437.html",3360手，2.50终于卖了，一身轻松,03-08 10:32,749
//i.eastmoney.com/7131325937672586,0,"/news,600601,1283901450.html",板块全张，你绿的，握草,03-08 10:16,234
//i.eastmoney.com/9680306031741422,1,//caifuhao.eastmoney.com/news/20230227144404089973280?from=guba&name=KlNU5pa556eR5ZCn&gubaurl=aHR0cDovL2d1YmEuZWFzdG1vbmV5LmNvbS9saXN0LDYwMDYwMV8zLmh0bWw%3d,1月31日晚间*ST日海财务调整完成 摘帽预期明显 智能通信龙头或可涅槃重生,03-08 10:07,269
//i.eastmoney.com/2840094265014676,34,"/news,600601,1282021583.html",竟猜：今天绿是为了明天红,03-08 09:59,869
//i.eastmoney.com/5990375820300808,0,"/news,600601,1283809973.html",预计，大盘再砸一百点，小方万山上一毛钱。吧友们怎么看呢,03-08 08:14,345
//i.eastmoney.com/5990375820300808,0,"/news,600601,1283809569.html",大盘不好时，又是sT表时。今明后三天，择日上车，买价提高到2.50～2.54,03-08 08:11,286
//i.eastmoney.com/4285094571843400,4,"/news,600601,1282001843.html",砸盘为什么,03-08 07:31,452
//i.eastmoney.com/7697335681039166,0,"/news,600601,1283788869.html",吹水头头系道，股神般个分析，回头一看众系个昂9价格“”[捂脸],03-08 00:04,390
//i.eastmoney.com/4331565168064806,4,"/news,600601,1281800764.html",是否还有板，庄稼说了算，我一股没卖，盼明日低开。,03-07 22:56,668
//i.eastmoney.com/2585055459654070,0,"/news,600601,1283764589.html",方正伪科技这垃圾货，10转9了还这么不要脸。,03-07 21:29,179
//i.eastmoney.com/7226366380616750,1,"/news,600601,1283754731.html",明天收盘2.58,03-07 21:20,181
//i.eastmoney.com/3593615202524792,0,"/news,600601,1283760489.html",看看瑞德，你这个垃圾，持仓几个月，来回在地板摩擦。,03-07 21:10,213
//i.eastmoney.com/3378114791970506,0,"/news,600601,1283749181.html",赶紧跑吧，缺口以下在买回来,03-07 20:15,273
//i.eastmoney.com/3653094230216080,24,//caifuhao.eastmoney.com/news/20230228201202639341100?from=guba&name=KlNU5pa556eR5ZCn&gubaurl=aHR0cDovL2d1YmEuZWFzdG1vbmV5LmNvbS9saXN0LDYwMDYwMV8zLmh0bWw%3d,公告解读一、公告明确通过重整，珠海国资委成为控股股东。二、29.9%的股权于昨天,03-07 18:47,4411
//i.eastmoney.com/2188416753514882,3,"/news,600601,1283638014.html",增股,03-07 16:53,351
//i.eastmoney.com/4938326509435614,0,"/news,600601,1283668615.html",这个砸盘太恶意满满了，明摆着想让人情绪失控,03-07 15:01,367
//i.eastmoney.com/2552093930050492,0,"/news,600601,1283647310.html",纯属受大盘拖累，庄家顺势洗下盘,03-07 14:42,277
//i.eastmoney.com/4331565168064806,0,"/news,600601,1283645549.html",今天继续涨一分！,03-07 14:40,204
//i.eastmoney.com/8438094230131538,0,"/news,600601,1283623690.html",赶快跑吧,03-07 14:20,176
//i.eastmoney.com/7327355997342954,0,"/news,600601,1283611399.html",上吊线来了，大家快跑，让我来替你们站好最后一岗,03-07 14:16,272
//i.eastmoney.com/2585055459654070,0,"/news,600601,1283575281.html",注厕痔是方正伪科技的恶梦,03-07 13:51,220
//i.eastmoney.com/5990375820300808,5,"/news,600601,1282365651.html",延中一世英名，毁于方科！方科崩溃在即，成于珠资。前天一个小涨停，引回看多代表鞍托,03-07 13:48,1464
//i.eastmoney.com/9712094130929388,0,"/news,600601,1283562032.html",转发,03-07 13:14,193
//i.eastmoney.com/3170113516394962,0,"/news,600601,1283546908.html",今天跟随st板块上冲，抛压不大都无法触板，看来是太弱了，先走为敬,03-07 12:49,242
//i.eastmoney.com/6664045343847958,0,"/news,600601,1283541619.html",挂2.6闪人，每天拉中字头，一旦撑不住就惨了，祝各位好运,03-07 12:22,249
,评论,,,最后更新,阅读
//i.eastmoney.com/3378114791970506,4,"/news,600601,1283515012.html",下午跌停，兄弟们先卖了，下午跌停买回来,03-07 12:22,496
//i.eastmoney.com/8438094230131538,3,"/news,600601,1283424560.html",终于把缺口补掉了,03-07 10:35,369
//i.eastmoney.com/3953625203050770,0,"/news,600601,1283430034.html",拉高出货，做T的机会来了,03-07 10:07,265
//i.eastmoney.com/8864365592878620,0,"/news,600601,1283408204.html",不错不错，方科走强了[偷笑][偷笑][偷笑],03-07 09:53,231
//i.eastmoney.com/9538095111427254,0,"/news,600601,1283401974.html",涨停涨停！！,03-07 09:49,200
//i.eastmoney.com/7347064611654316,2,"/news,600601,1283359911.html",好久没来了，四大金刚依然这么活跃,03-07 09:40,336
//i.eastmoney.com/4472406775478468,0,"/news,600601,1283382923.html",跌不动就赶紧拉吧,03-07 09:37,280
//i.eastmoney.com/6890396341776294,7,"/news,600601,1283125552.html",目前看来还是在箱体内运行，原则不变，不排除深探底。想发财的目前不建议碰，因为向下,03-07 00:00,531
//i.eastmoney.com/7540094291845940,22,"/news,600601,1281302248.html",周一涨5分，是为了余下的四天每天跌1分吗？,03-06 21:35,573
//i.eastmoney.com/3111513711058356,2,"/news,600601,1283134864.html",计算机行业，珠海国资委往里装资产,03-06 20:53,446
//i.eastmoney.com/2585055459654070,2,"/news,600601,1283276003.html",国企改革重整的方正伪科技，被整成这个鸟样，真是无语。,03-06 20:08,372
//i.eastmoney.com/6664045343847958,1,"/news,600601,1283263638.html",方科，易购，康美，都是不上不下，急死我了,03-06 18:38,328
//i.eastmoney.com/8756335904994706,6,"/news,600601,1283148533.html",今年摘帽股不多，因为稀缺，方显尊贵！虽然方科盘子大了点，但是只要能摘帽就一定会大,03-06 16:02,645
//i.eastmoney.com/8864365592878620,3,"/news,600601,1283234901.html",怒涨一分[滴汗][滴汗][滴汗]年报太晚，慢慢熬了！！！食材细火慢炖才能出美味[,03-06 15:38,404
//i.eastmoney.com/7226366380616750,0,"/news,600601,1283236098.html",要求不高，每天一分,03-06 15:10,264
//i.eastmoney.com/4472406775478468,0,"/news,600601,1283156423.html",看来只能比耐性了,03-06 13:30,283
//i.eastmoney.com/4472406775478468,1,"/news,600601,1283147077.html",半导体启动了,03-06 13:21,244
//i.eastmoney.com/3773014025798066,1,"/news,600601,1283138691.html",等退市前一天，买一千股做个纪念。当年5.19行情，15成本一千股，30出的。,03-06 13:21,330
//i.eastmoney.com/3111513711058356,0,"/news,600601,1283133832.html",国资控股珠海国资，牛,03-06 13:01,245
//i.eastmoney.com/9722366262319916,0,"/news,600601,1283114560.html",此股可有涨呼，亦可跌呼。有叼大的来说一说。亦可乃大的来品一品。,03-06 11:51,266
//i.eastmoney.com/3378114791970506,6,"/news,600601,1282434959.html",这是什么科技来的？伪科技。这是什么集成电路来的？伪pcb，哈哈哈哈哈哈,03-06 11:22,448
//i.eastmoney.com/2585055459654070,1,"/news,600601,1282963187.html",方正伪科技这垃圾只卖不买，落袋为安、卖出不瘫。,03-06 11:20,282
//i.eastmoney.com/4472406775478468,0,"/news,600601,1283059614.html",这波能上3块吗,03-06 10:41,216
//i.eastmoney.com/9538095111427254,1,"/news,600601,1283030953.html",顶住！！,03-06 10:40,222
//i.eastmoney.com/5710456770476772,0,"/news,600601,1283017554.html",这是要跟主力一直这么耗着呀！就持仓不放[捂脸],03-06 10:07,247
//i.eastmoney.com/4472406775478468,0,"/news,600601,1283008498.html",大盘跌，这家伙该表现了,03-06 10:01,203
//i.eastmoney.com/5990375820300808,0,"/news,600601,1282949334.html",只买不卖,03-06 09:28,257
//i.eastmoney.com/6331545224948336,0,"/news,600601,1282945106.html",只卖不买,03-06 09:25,202
//i.eastmoney.com/4823325817616874,8,"/news,600601,1282780462.html",有没有人知道方正电子是不是ST方科的子公司？求告知[发财],03-06 08:06,1490
//i.eastmoney.com/2787496690269144,8,//caifuhao.eastmoney.com/news/20230301070606283521300?from=guba&name=KlNU5pa556eR5ZCn&gubaurl=aHR0cDovL2d1YmEuZWFzdG1vbmV5LmNvbS9saXN0LDYwMDYwMV80Lmh0bWw%3d,为了防止大家意，特别提醒大家一下，摘帽不可能，只能摘星，因为净利润为负，是个不,03-06 00:59,2618
//i.eastmoney.com/3818346513894142,3,"/news,600601,1282879524.html",下周上三元,03-05 23:23,577
//i.eastmoney.com/1733305901552060,6,"/news,600601,1282269966.html",好多重整股都有重整收益。为啥方科没有重整收益，还亏那么多。宽带已经剥离为啥亏损还,03-05 21:28,1049
//i.eastmoney.com/2790055107189706,8,"/news,600601,1282744170.html",三年翻倍应该可以的吧,03-05 20:54,771
//i.eastmoney.com/6963356365943588,2,"/news,600601,1282697219.html",净资产0.33，还买？要退市了吧？,03-05 13:02,471
//i.eastmoney.com/4859436643547066,0,"/news,600601,1282854739.html",荣耀归来！,03-05 09:42,349
//i.eastmoney.com/1429346112824742,1,"/news,600601,1282722463.html",方科方科,03-05 09:18,333
//i.eastmoney.com/7226366380616750,2,"/news,600601,1282291739.html",近30年来历史最低价2.00，目前本人2.5溢价20%打算买入持股2年,03-05 08:45,549
//i.eastmoney.com/2790055107189706,7,"/news,600601,1280909252.html",不贪，卖出50万股。回调再进,03-05 08:00,453
"/list,600601.html",5,"/news,600601,1281474942.html",*ST方科：重整计划股权划转完成 焕新方科将为公司控股股东 珠海国资委将为实控人,03-04 21:30,7764
//i.eastmoney.com/3719024694073634,0,"/news,600601,1282826889.html",更名二五零更好,03-04 17:52,297
//i.eastmoney.com/7226366380616750,5,"/news,600601,1282321364.html",明日2.49支撑，2.53阻力,03-04 15:26,487
//i.eastmoney.com/2840094265014676,6,"/news,600601,1282682816.html",5天就奔小康了，这票子来的太容易了[大笑],03-04 14:31,604
//i.eastmoney.com/3884094521690346,4,"/news,600601,1281473656.html",这里的黎明静悄悄~！老鸭头~~~~~~~~~我滴老鸭头！！快扶老夫起来。,03-04 12:58,643
//i.eastmoney.com/8689476777549892,1,"/news,600601,1282294038.html",卖出的两个公司的债务已打包出售，但35%的现金与65%的股票如何处理？,03-04 12:53,458
//i.eastmoney.com/5985013686312998,11,"/news,600601,1280824424.html",和狗托反向操作，你就赢了,03-04 12:02,586
//i.eastmoney.com/2707326402568644,2,"/news,600601,1282748199.html",问：方科上方压力位多少？答：目测5.35,03-04 11:28,654
//i.eastmoney.com/2238355518476432,10,"/news,600601,1282729283.html",股吧里好多牛鬼蛇神,03-04 11:19,542
//i.eastmoney.com/8888316143218672,9,"/news,600601,1282014454.html",看看，，，你们那没出息的样子，瑟瑟发抖了吧....,03-04 10:32,664
//i.eastmoney.com/8864365592878620,4,"/news,600601,1282721396.html",2.5卖出2.52再买进，成本提高两分，以后不操作了直到它的年报时间[加油][加,03-04 10:31,531
//i.eastmoney.com/7226366380616750,5,"/news,600601,1282527684.html",泽熙出手,03-04 10:29,475
//i.eastmoney.com/5391276644132392,6,"/news,600601,1282689191.html",这个股是不是一天翻倍了？电脑能看到，手机怎么看不到？,03-03 19:51,538
//i.eastmoney.com/6196336296853922,1,"/news,600601,1281916312.html",不要抱幻想，今天涨不了多少,03-03 19:17,451
//i.eastmoney.com/6125396298753880,3,"/news,600601,1282699740.html",各位大佬，这股年报后会退市不,03-03 19:15,609
//i.eastmoney.com/2585055459654070,2,"/news,600601,1282725480.html",方正伪科技后世可期。,03-03 19:02,338
//i.eastmoney.com/1170094482498750,6,//caifuhao.eastmoney.com/news/20230303091108679511210?from=guba&name=KlNU5pa556eR5ZCn&gubaurl=aHR0cDovL2d1YmEuZWFzdG1vbmV5LmNvbS9saXN0LDYwMDYwMV80Lmh0bWw%3d,高层2日在北京调研集成电路企业发展并主持召开座谈会。发展集成电路产业必须发挥新型,03-03 18:55,1456
//i.eastmoney.com/4472406775478468,30,"/news,600601,1282216366.html",今天250收盘,03-03 16:30,655
//i.eastmoney.com/7291326094300230,0,"/news,600601,1282687560.html",9几年方正多牛逼的，为啥现在不如收废品的？？,03-03 15:17,278
//i.eastmoney.com/7226366380616750,0,"/news,600601,1282685737.html",下周一2.56-2.59继续整理,03-03 15:12,263
//i.eastmoney.com/4472406775478468,2,"/news,600601,1282670323.html",2.5以下不会再有机会了,03-03 15:09,388
//i.eastmoney.com/2585055459654070,0,"/news,600601,1282669956.html",方正伪科技这垃圾，买入不急、卖出不瘫，落袋为安。,03-03 14:50,247
//i.eastmoney.com/4472406775478468,1,"/news,600601,1282572414.html",敌动我不动,03-03 14:46,241
//i.eastmoney.com/5710456770476772,0,"/news,600601,1282653537.html",此时不跑，更待何时？[发呆],03-03 14:32,245
//i.eastmoney.com/7074345913241214,0,"/news,600601,1282634359.html",黄牛黑暖子，敝着一条筋,03-03 14:10,249
//i.eastmoney.com/2790055107189706,0,"/news,600601,1282625629.html",至少要盘整四天左右，在选择上,03-03 14:01,263
//i.eastmoney.com/7536186099912688,1,"/news,600601,1282619964.html",又开始压了,03-03 13:59,244
//i.eastmoney.com/6414426663305634,2,"/news,600601,1282595859.html",晚上出利好注意查看！,03-03 13:46,402
//i.eastmoney.com/7536186099912688,1,"/news,600601,1282599176.html",能涨停吗？,03-03 13:42,255
//i.eastmoney.com/4472406775478468,0,"/news,600601,1282593954.html",这股要搞事了,03-03 13:23,188
//i.eastmoney.com/2790055107189706,0,"/news,600601,1282589499.html",昨天卖今天买。20万古,03-03 13:18,209
//i.eastmoney.com/8988385908501516,2,"/news,600601,1282569425.html",各位，看来煮力有开始动作了，望各位取得利润最大化。（T、或波段）。,03-03 12:53,336
//i.eastmoney.com/4472406775478468,1,"/news,600601,1282548981.html",今天估计涨停,03-03 12:37,220
//i.eastmoney.com/2585055459654070,0,"/news,600601,1282563627.html",方正伪科技牛逼,03-03 12:12,193
//i.eastmoney.com/3378114791970506,5,"/news,600601,1282529895.html",$*ST方科(SH600601)$,03-03 12:07,364
//i.eastmoney.com/4472406775478468,0,"/news,600601,1282556209.html",圆弧底画的挺圆的跑啥啊,03-03 11:42,262
//i.eastmoney.com/7026084682339918,2,"/news,600601,1282510825.html",磨到何时是个头,03-03 11:41,250
//i.eastmoney.com/5710456770476772,0,"/news,600601,1282551636.html",下午砸盘，暴跌或阴跌，估计又是一片骂声！卖出的落袋为安[捂脸],03-03 11:31,257
//i.eastmoney.com/4472406775478468,0,"/news,600601,1282542963.html",今天看来是被砸盘的兄弟给砸醒了,03-03 11:20,180
//i.eastmoney.com/7226366380616750,0,"/news,600601,1282537785.html",56卖的54买不回，急死做T的,03-03 11:14,233
//i.eastmoney.com/5710456770476772,0,"/news,600601,1282535490.html",又开始在诱多了！有些大神又要开始幻想要起飞了，先跑为敬各位[笑哭],03-03 11:11,234
//i.eastmoney.com/7050094273614494,0,"/news,600601,1282526470.html",几个意思？涨还涨的这么慢？要坑人还是干嘛,03-03 11:02,233
